Source,cluster,count,x,y,TF_IDF_topic_name,percentage_of_documents,percentage_limit,Topic_terms
reg,31,36,-0.83868456,4.8846197,"energy parks, 0.0093, 5, 18 ; regional municipality, 0.0083, 20, 51 ; energy islands bornholm, 0.0067, 25, 89 ; lars aagaard, 0.0066, 6, 25 ; jacob trøst, 0.0064, 14, 32",0.3712,1.0,energy parks ; regional municipality ; energy islands bornholm ; lars aagaard ; jacob trøst
reg,32,38,0.13263409,6.603493,"rønne harbor, 0.0153, 10, 24 ; baltic sea, 0.0108, 23, 50 ; bornholm offshore wind, 0.0082, 4, 5 ; energy islands bornholm, 0.0082, 20, 65 ; land facilities, 0.0082, 3, 4",0.3368,1.0,rønne harbor ; baltic sea ; bornholm offshore wind ; energy islands bornholm ; land facilities
reg,33,30,0.5386748,4.8677125,"bornholm offshore wind, 0.0309, 1, 1 ; jacob trøst, 0.0308, 12, 39 ; danish energy agency, 0.0162, 14, 50 ; offshore wind turbines, 0.0090, 18, 43 ; energy parks, 0.0085, 4, 11",0.2903,1.0,bornholm offshore wind ; jacob trøst ; danish energy agency ; offshore wind turbines ; energy parks
reg,34,9,-2.1017466,5.939993,"dkk million, 0.0426, 0, 0 ; next year, 0.0348, 4, 15 ; 000 kroner, 0.0319, 2, 14 ; ministry interior, 0.0313, 4, 8 ; savings catalog, 0.0288, 3, 16",0.2444,1.0,dkk million ; next year ; 000 kroner ; ministry interior ; savings catalog
reg,35,33,0.6859188,4.6966453,"energy islands bornholm, 0.0255, 29, 163 ; 10 million, 0.0255, 5, 17 ; think tank kraka, 0.0158, 12, 14 ; district heating, 0.0147, 4, 20 ; 31 billion, 0.0110, 2, 2",0.3907,1.0,energy islands bornholm ; 10 million ; think tank kraka ; district heating ; 31 billion
reg,36,29,-2.0478523,5.414185,"social democracy, 0.0290, 17, 96 ; business park, 0.0241, 16, 78 ; municipal council, 0.0205, 20, 93 ; søren schow, 0.0203, 10, 59 ; food school, 0.0185, 7, 32",0.5425,1.0,social democracy ; business park ; municipal council ; søren schow ; food school
reg,51,1,10.019851,8.05715,"energy island, 0.0798, 10, 13 ; energy storage, 0.0487, 4, 6 ; reactive power, 0.0377, 1, 1 ; renewable energy sources, 0.0365, 4, 5 ; storage system, 0.0335, 2, 3",0.4051,1.0,energy island ; energy storage ; reactive power ; renewable energy sources ; storage system
reg,55,1,-0.60643363,7.2932906,"offshore grid, 0.0908, 6, 16 ; wave energy, 0.0872, 3, 6 ; really good, 0.0580, 1, 1 ; north sea, 0.0545, 7, 13 ; even though, 0.0411, 1, 1",0.2353,1.0,offshore grid ; wave energy ; really good ; north sea ; even though
sci,0,2,8.289665,7.4629345,"artificial island, 0.0268, 14, 33 ; 10 gw, 0.0208, 12, 28 ; wind turbine power, 0.0183, 6, 8 ; offshore wind farms, 0.0175, 19, 49 ; offshore wind turbines, 0.0168, 16, 33",0.4368,1.0,artificial island ; 10 gw ; wind turbine power ; offshore wind farms ; offshore wind turbines
sci,1,1,9.048469,8.01304,"european commission, 0.0202, 6, 18 ; oil gas, 0.0139, 2, 7 ; north sea, 0.0115, 14, 48 ; gw offshore wind, 0.0107, 11, 25 ; danish energy agency, 0.0101, 10, 29",0.2872,1.0,european commission ; oil gas ; north sea ; gw offshore wind ; danish energy agency
sci,29,1,8.751685,8.38076,"energy conversion, 0.0689, 1, 1 ; danish energy agency, 0.0486, 6, 19 ; wind energy, 0.0482, 1, 1 ; civic meeting, 0.0456, 4, 6 ; offshore wind farms, 0.0351, 5, 13",0.3333,1.0,energy conversion ; danish energy agency ; wind energy ; civic meeting ; offshore wind farms
sci,37,10,10.387224,7.9203973,"transmission grid, 0.1222, 4, 21 ; five years, 0.0844, 1, 2 ; 400 kv, 0.0540, 3, 8 ; wave energy, 0.0500, 1, 1 ; transition energy, 0.0467, 1, 1",0.24,1.0,transmission grid ; five years ; 400 kv ; wave energy ; transition energy
sci,38,16,11.727504,7.9889193,"simulation results, 0.0414, 8, 8 ; vsc hvdc, 0.0307, 0, 0 ; offshore grid, 0.0306, 12, 18 ; grid forming, 0.0299, 1, 1 ; institution engineering technology, 0.0289, 5, 5",0.3458,1.0,simulation results ; vsc hvdc ; offshore grid ; grid forming ; institution engineering technology
sci,39,1,8.425925,9.177098,"energy island, 0.9792, 1, 1",1.0,1.0,energy island
sci,40,16,9.611737,8.940804,"renewable energy, 0.0901, 11, 20 ; energy storage, 0.0747, 7, 14 ; energy energy, 0.0632, 1, 1 ; energy conversion, 0.0389, 2, 2 ; power supply, 0.0326, 3, 5",0.3875,1.0,renewable energy ; energy storage ; energy energy ; energy conversion ; power supply
sci,41,23,9.251024,8.152145,"hydrogen production, 0.0698, 12, 27 ; green hydrogen, 0.0650, 12, 21 ; energy system, 0.0436, 10, 21 ; potential energy, 0.0323, 1, 1 ; offshore energy, 0.0270, 6, 8",0.4232,1.0,hydrogen production ; green hydrogen ; energy system ; potential energy ; offshore energy
sci,42,24,9.887142,7.6322317,"offshore grid, 0.0568, 15, 30 ; north sea, 0.0567, 11, 21 ; large scale, 0.0486, 4, 4 ; hvdc grid, 0.0375, 4, 7 ; onshore grid, 0.0280, 4, 5",0.3972,1.0,offshore grid ; north sea ; large scale ; hvdc grid ; onshore grid
sci,43,6,11.471621,8.555765,"control strategy, 0.1168, 2, 3 ; new energy, 0.1077, 3, 3 ; paper proposes, 0.0803, 3, 3 ; reactive power, 0.0782, 3, 4 ; energy resources, 0.0565, 2, 2",0.4333,1.0,control strategy ; new energy ; paper proposes ; reactive power ; energy resources
sci,44,15,9.02484,8.8381,"energy system, 0.1237, 4, 12 ; energy storage, 0.0460, 3, 6 ; waste heat, 0.0384, 2, 2 ; results show, 0.0359, 5, 5 ; energy consumption, 0.0313, 3, 3",0.2267,1.0,energy system ; energy storage ; waste heat ; results show ; energy consumption
sci,45,23,9.38819,7.8858433,"renewable energy, 0.0369, 9, 16 ; offshore grids, 0.0277, 5, 8 ; offshore energy hubs, 0.0263, 4, 13 ; north sea, 0.0248, 14, 24 ; climate change, 0.0246, 3, 4",0.288,1.0,renewable energy ; offshore grids ; offshore energy hubs ; north sea ; climate change
sci,46,22,8.433012,9.026233,"sustainable energy, 0.0612, 6, 14 ; energy consumption, 0.0608, 3, 11 ; energy islands, 0.0540, 5, 5 ; future energy, 0.0445, 1, 1 ; rights reserved, 0.0394, 6, 6",0.197,0.0,sustainable energy ; energy consumption ; energy islands ; future energy ; rights reserved
sci,47,1,8.386104,8.024616,"important role, 0.2178, 1, 1 ; first time, 0.1943, 1, 1 ; simulation results, 0.1880, 1, 1 ; elsevier ltd, 0.1738, 1, 1 ; long term, 0.1406, 0, 0",0.9333,1.0,important role ; first time ; simulation results ; elsevier ltd ; long term
sci,48,1,2.5459514,6.836615,"island energy, 0.3834, 1, 1 ; results show, 0.3405, 1, 1 ; energy island, 0.2499, 1, 2",1.0,1.0,island energy ; results show ; energy island
sci,49,40,8.748248,9.025337,"energy systems, 0.0815, 12, 18 ; energy system, 0.0553, 22, 50 ; elsevier ltd, 0.0500, 16, 16 ; renewable energy sources, 0.0369, 12, 15 ; energy transition, 0.0343, 9, 10",0.3817,1.0,energy systems ; energy system ; elsevier ltd ; renewable energy sources ; energy transition
sci,50,1,2.615503,6.894657,"elsevier ltd, 0.7111, 1, 1 ; energy island, 0.2629, 0, 0",0.6667,1.0,elsevier ltd ; energy island
sci,51,12,9.382527,9.085348,"energy island, 0.0798, 10, 13 ; energy storage, 0.0487, 4, 6 ; reactive power, 0.0377, 1, 1 ; renewable energy sources, 0.0365, 4, 5 ; storage system, 0.0335, 2, 3",0.4051,1.0,energy island ; energy storage ; reactive power ; renewable energy sources ; storage system
sci,52,23,11.487276,7.9457474,"paper presents, 0.0496, 8, 8 ; offshore grids, 0.0396, 6, 6 ; simulation results, 0.0374, 5, 5 ; onshore grid, 0.0373, 6, 7 ; grid forming, 0.0328, 2, 2",0.2696,1.0,paper presents ; offshore grids ; simulation results ; onshore grid ; grid forming
sci,53,9,8.816179,9.128068,"energy systems, 0.1461, 3, 3 ; energy production, 0.1052, 4, 4 ; energy island, 0.0771, 7, 14 ; support energy, 0.0599, 3, 3 ; real time, 0.0512, 0, 0",0.4296,1.0,energy systems ; energy production ; energy island ; support energy ; real time
sci,54,1,10.131151,8.246365,"power plant, 0.6370, 1, 5 ; power generation, 0.1555, 1, 1 ; power system, 0.1345, 1, 1 ; energy island, 0.0407, 1, 1",1.0,1.0,power plant ; power generation ; power system ; energy island
sci,55,16,8.630244,7.536252,"offshore grid, 0.0908, 6, 16 ; wave energy, 0.0872, 3, 6 ; really good, 0.0580, 1, 1 ; north sea, 0.0545, 7, 13 ; even though, 0.0411, 1, 1",0.2353,1.0,offshore grid ; wave energy ; really good ; north sea ; even though
sci,56,13,8.18237,8.633311,"sustainable energy, 0.1419, 4, 4 ; renewable energy, 0.0536, 4, 7 ; rights reserved, 0.0481, 5, 5 ; local community, 0.0460, 1, 1 ; energy transition, 0.0450, 6, 7",0.3026,1.0,sustainable energy ; renewable energy ; rights reserved ; local community ; energy transition
sci,57,24,11.490519,8.018672,"vsc hvdc, 0.1011, 1, 2 ; hvdc transmission, 0.0356, 7, 8 ; voltage direct current, 0.0257, 8, 8 ; high voltage direct, 0.0257, 7, 7 ; multi terminal, 0.0230, 0, 0",0.1972,0.0,vsc hvdc ; hvdc transmission ; voltage direct current ; high voltage direct ; multi terminal
sci,58,27,8.959668,7.08883,"offshore grid, 0.0933, 19, 34 ; north sea, 0.0620, 15, 26 ; offshore wind energy, 0.0599, 9, 16 ; offshore grids, 0.0454, 6, 8 ; energy security, 0.0363, 4, 4",0.4889,1.0,offshore grid ; north sea ; offshore wind energy ; offshore grids ; energy security
