Source,cluster,x,y,TF_IDF_topic_name
sci,0,5.1329303,12.273095,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,2,1.3879396,10.133161,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,1,-0.5034038,11.756167,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,3,0.96237314,9.276228,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,1,0.85034555,12.10002,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,0,5.227198,13.485268,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,1,1.764964,12.002518,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,1.0111946,11.829928,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,3,3.6484578,9.533335,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,1,-0.108535014,10.35038,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,0.5068846,11.86715,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,0,5.5462165,13.383931,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,1,-0.57821906,11.828726,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,0,3.87643,11.606177,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,2,0.6020835,10.312257,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,2,1.0900451,10.689931,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,1,0.83473945,11.169887,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,1.1894836,11.085104,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,-0.2063268,11.878117,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,-0.1674092,12.371437,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,2.0018182,12.160775,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,3,2.0890813,9.080528,"north sea, 0.0196, 69, 116 | offshore wind, 0.0183, 86, 193 | offshore grid, 0.0157, 97, 179 | wind energy, 0.0076, 29, 49 | offshore wind energy, 0.0069, 19, 33"
sci,4,-0.56322384,9.337708,"offshore grid, 0.0637, 12, 17 | wave energy, 0.0567, 5, 9 | grid spacing, 0.0443, 3, 14 | 2011 ieee, 0.0401, 2, 2 | long term, 0.0356, 0, 0"
sci,2,0.93038136,10.4661,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,1,-0.6258849,11.783446,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,1,-0.19707268,12.374797,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
sci,2,1.5590519,9.799585,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,0,5.0487847,12.09148,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,2,1.0954708,9.848155,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,2,1.03057,10.070356,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,0,5.3584027,13.190332,"vsc hvdc, 0.0084, 4, 5 | reactive power, 0.0072, 27, 57 | dc grid, 0.0070, 26, 64 | ac grid, 0.0070, 26, 46 | high voltage, 0.0068, 27, 32"
sci,2,1.30361,10.012409,"hydrogen production, 0.0298, 16, 31 | green hydrogen, 0.0215, 12, 21 | co2 emissions, 0.0146, 9, 14 | oil gas, 0.0146, 12, 15 | energy system, 0.0134, 17, 38"
sci,1,0.70318705,12.023858,"renewable energy, 0.0206, 63, 106 | energy island, 0.0162, 88, 120 | sustainable energy, 0.0142, 16, 27 | energy islands, 0.0136, 41, 52 | energy sources, 0.0121, 35, 45"
