topic_int,topic_names,labels_layer,Source,topic_names_from_bertopic,main_topic_name
7,baltic sea,7: baltic sea,Reg Media,"29, bornholm, energi, municip, transform","15, bornholm, energi, project, island"
2,energiø bornholm,2: energiø bornholm,Reg Media,"12, bornholm, energi, island, busi","11, bornholm, compani, busi, food"
4,municip council,4: municip council,Reg Media,"22, social, democraci, budget, municip","13, municip, council, bornholm, mayor"
2,energiø bornholm,2: energiø bornholm,Reg Media,"39, bornholm, get, energi, island","11, bornholm, compani, busi, food"
6,wind turbin,6: wind turbin,Reg Media,"7, system, power, offshor, wind","1, climat, 2030, energi, co2"
0,energi island,0: energi island,Reg Media,"21, bornholm, area, energinet, green","2, bornholm, land, municip, energi"
6,wind turbin,6: wind turbin,Reg Media,"5, energi, hydrogen, wind, island","1, climat, 2030, energi, co2"
6,wind turbin,6: wind turbin,Reg Media,"19, hydrogen, wind, offshor, energi","1, climat, 2030, energi, co2"
0,energi island,0: energi island,Reg Media,"3, bornholm, say, energi, land","2, bornholm, land, municip, energi"
6,wind turbin,6: wind turbin,Reg Media,"1, climat, 2030, energi, co2","1, climat, 2030, energi, co2"
7,baltic sea,7: baltic sea,Reg Media,"12, bornholm, energi, island, busi","15, bornholm, energi, project, island"
9,north sea,9: north sea,Reg Media,"38, island, energi, project, electr","1, climat, 2030, energi, co2"
9,north sea,9: north sea,Reg Media,"14, price, island, energi, electr","1, climat, 2030, energi, co2"
4,municip council,4: municip council,Reg Media,"28, bornholm, energi, municip, island","13, municip, council, bornholm, mayor"
2,energiø bornholm,2: energiø bornholm,Reg Media,"15, bornholm, energi, project, island","11, bornholm, compani, busi, food"
